"iqzoqlZe4VbA20ca","532.17"
"OoBVDXPj6OpMIwhV","81.86"
"xx28fwwdICaxSmjY","97.83"
"W2JroR0Ox6NCieqb","705.21"
"3f0q1rY2FYF21wFp","903.92"
"CEjTjMzB7uBLpHw1","454.95"
"T9rn6B00JByPj2o7","193.58"
"aBK1uIkoFppgCfPQ","245.59"
"nmT7wis0311lvE12","246.44"
"yaXkaISALM061QYP","435.32"
"sabMyijij0vw3XJM","3.42"
"5ELzEU03dyezR2cH","669.62"
"sOdQAuArwKJgt4Jw","255.57"
"yYwx15uOMni1UIn4","98.81"
"wFHnxLp2qsWTUrzo","552.19"
"61vAnWehILvIM7eO","273.85"
"eoA11NJRetgaU5Ai","169.10"
"dgCDpjzNDpNJPmfA","215.91"
"Cn244DYxDfs8ReD3","78.38"
"Qft0zzDM191NRjlc","653.37"
"ckbOnENxUn81TfUB","660.59"
"fu9mhxQIAysDhmEc","76.18"
"U0e0UZeQcKkrMKLw","258.80"
"rL77rcP8E4sNlBJJ","879.67"
"UN00r8KjWawW08N7","560.70"
"iYKHQT8c0aePL0DC","610.92"
"SV0jv1zTOFK1wLdW","497.75"
"cZRKrP2uNpNvxiqz","146.07"
"FuiP1SmoHqK127hy","783.42"
"KgZo6SIhTCIg4VIf","260.61"
"uugGDB3ZaUfS9W99","327.34"
"VhddIgCkrArHX3CW","709.78"
"jkPXSU36kcUnzwQx","509.20"
"iyqff5Hb51UVvmbn","147.86"
"6lSGgkkkP0wYfUPH","107.37"
"qIAZddfLafp3Obut","275.42"
"UYWKcc9uoGDWVpSJ","138.51"
"2PThgkTraCbnD1ht","45.67"
"aAub58tPZAdqU8BY","120.58"
"bCPoOu7SwQ95uNA7","186.52"
"v2iac8kt76JYfVP5","319.80"
"hkYDuFT5hSbWD8ts","69.57"
"k7ec9SHXGkelUL5p","619.73"
"C5iI79rELtGRqS0X","805.77"
"xWVdOw1Upkd2VJCJ","977.74"
"ZoPswdJmMTUqFaEt","805.92"
"jmnRtA9DJ4FK5G3k","504.60"
"hjWqDgKUrxaDiZpl","844.02"
"EwXzFfHspe5SfEvJ","58.65"
"8m1nz4hF3EpsIVZ8","151.17"
"oNgcWjTCHMbCyPSV","960.19"
"X7oc5Tc1t0Zr0wAH","650.73"
"5KwnvAjSxCJRy8V7","372.78"
"BV6XGqipma5FOmPW","119.02"
"nXW8wTYCa8bZLH6K","752.04"
"Z8nK80KsSCsVgRuq","410.56"
"A4WO2AJUzxptZe8c","101.37"
"tapZKQacfFhiPPB5","949.65"
"ZHNNQltx5WqLPEND","767.77"
"sdk1w0vhw6DiZAcm","428.31"
"NOWQGMbb7kpynsFK","864.65"
"4E58nx5QujrAcukm","461.70"
"J0CT0D9ciM9jpK0B","803.45"
"6peMSCi9p9LnIhUw","627.18"
"6J4xSsMpWfqRuNd2","258.18"
"3pQS8ysT7lajlBFJ","584.66"
"vSvyZ3lOG77XnKj5","969.27"
"vSn82ataxbYQyLjc","129.34"
"dsLXSUx6KZT1WcjT","83.06"
"JB7gNVBeWWn1bc7z","770.35"
"vd3C1rMjpdCahlKV","549.02"
"uwpBt97zEdcuhwnr","308.89"
"CVcjJfXv4jwAW2vW","431.30"
"9yW5wPOWHNKYSgb2","288.03"
"PltO75Yx1reNycVc","291.80"
"LFrotYkEpuWG1yWl","711.50"
"wYV3Vh78Ohuv78zl","665.39"
"Bf8MKhx5xehb9N2A","676.47"
"L61VSUs0IbAvkSHv","643.64"
"EMfwCZMv7HIAGaXR","365.31"
"HTSQzlkijhrBRVfl","386.58"
"2YU59Lg9hJ7rDLsA","192.33"
"GDEBQZnQqWUVy9O7","396.57"
"wQRPrEDbYxg7N9xC","70.32"
"lU2wyAvgXVY5CrYj","872.25"
"3yvA7rWwuvsTAyKk","917.83"
"IuIdvgRm4qguzJKc","800.65"
"26mBQE3AehYSAyZu","253.31"
"1LrRIk2JLG7D9pYl","393.95"
"CyvWQBRGZzwiNR1o","785.46"
"3b8nh4FnFGLiweBZ","129.44"
"44YwN2l79DPa7fhw","490.44"
"VIm4okZy92hLnGaF","982.61"
"596lCuRjjBdB0810","884.99"
"5Qrwk2bc5lI7ZMLE","594.91"
"R4zXPXaxeGGLEo0S","719.30"
"Cmr8OSLnCojVQmsM","576.84"
"CYt3EHTFCPufjtxA","43.81"
"dEIxyLwZvdrN90Th","729.50"
"sX5JGYdyH5va5BYP","11.61"
"fVN0doIVzHJpNjMJ","655.59"
"K7LHcrrSq7UHc7mL","269.86"
"d27vzFF2qnwhjVpv","635.43"
"fgtsKxplmGXrbpTW","586.67"
"O3Bpvtz8tuHma80U","346.00"
"iz6qpRD5CFQCkwrN","755.47"
"C6k0qAIPGtGkrxlT","890.77"
"ufjjY7BtM3IsuMLt","360.26"
"WWWGdKM2s5CvJKrw","663.69"
"AMjxqqsOqlQv2NI6","956.04"
"PFnXhiikPKTS1IQY","33.38"
"hMcGHVOe4ps34tcX","848.02"
"Z2Cj6ekVFZnpWoTx","746.46"
"8LNQ23AlhwBgU8BK","219.27"
"Cgf5d9hWy7XnlGKJ","141.42"
"TBjFpKvvMes8ZiyW","697.47"
"8EHfDNdifYOluQl0","800.84"
"DyezKjrT3NSNBtLW","146.60"
"PiKvRYYW1muHuuTn","587.04"
"AzZvv3cZIuMbQbOt","105.05"
"M1hx4T0xRYsn2gbt","926.31"
"5pwQ6rNkCHZeoSoR","219.73"
"y6YFQDyCzohDZ1dp","354.53"
"E1SC5rfyhlmJgFzp","97.18"
"DiMhPYP3TAJKKOYd","679.26"
"7FUTvDaIIdt0bh7k","994.99"
"VdsV6GPMkyEb9FsP","98.11"
"rb2pBrl4Qx9SeVKP","790.72"
"c6tapJctNCLVo3D5","47.17"
"EHGG5Aq6e4LnERJ5","128.07"
"vpWyxQgNqCGKQDvx","706.93"
"TKjsif7oZbo1DyYl","790.60"
"wQDteTeu5tGNnu5i","311.00"
"vPVRFeLMnETW1Br6","695.32"
"CfijfJk2jWdBkMcP","945.14"
"1fjLMzP4ePj3XQeo","40.55"
"NPV08R5Mt8AvxEg6","186.13"
"0fdC7FManpiaXNUU","812.08"
"JmPTXrPduN8EdEKs","795.10"
"UWGunkvCM4FCS4IK","115.56"
"3tLLyTF43L49KJ41","933.11"
"g38oNPlMQ3AmiBZ8","484.76"
"wTAPCikORyDUcitB","50.30"
"Z68ZDq4aKeQDDRO9","154.50"
"re7khoKiNwfGUlBc","29.69"
"dS1PazMNbd6HvBDJ","976.36"
"TbxFUoGo00NxTCfa","780.03"
"cJCSqEXB5ZkNYlFd","653.30"
"PbHsCGg2Do0z8Q4J","627.77"
"9ExulKld1LrZd8hM","324.07"
"n0Xkz8d4Jv3zOuU6","879.78"
"IrpsU7t58bAiFfNr","600.52"
"IYBdl4G850lbnsD0","514.96"
"tlH6DsdCYjCy5mu3","18.27"
"TzahMZ8OCPxcDQo9","931.00"
"yHdpwXYCfb9KCY5I","50.01"
"LW2HIQNcXvFgAQf2","39.45"
"QGRnX41CKv9r2Yaf","394.91"
"KJs8w7dKSwaNSbvN","335.90"
"PTXvKCCHfFLlqGf8","309.82"
"avYuNyxl60Eqfbop","387.96"
"BZKdtQfl10pjFW8S","880.62"
"Zf2hJQ52DePzY3Zt","474.91"
"BfQA1fA4NtAytQca","893.17"
"tvoxxlwt7gwWHn1R","771.41"
"T1nUgND6A0lCFGtQ","722.96"
"rcF1Voox90vgyleE","901.05"
"qubm1dWPNmmuhhDH","281.83"
"nIb3QsVZ03gd1WLm","270.99"
"kLbTksn5E9muFAsO","85.25"
"l74Ve0oBG67e9Kyn","158.60"
"rAmjJ2bQmyR4ou5u","328.31"
"GdCwpaQPJylV311u","300.61"
"eglG4GBNtGOkHDp8","136.80"
"mU78j13W5eoddJC5","591.71"
"Q1SnUQbrjCaZO04N","18.06"
"G1DPpPcokwB73XVB","95.62"
"5DzZG9CnwYdvbyWH","675.74"
"Ywdo1VWMGhtOo6GO","399.82"
"SeFGVsOPEvQheAV6","609.64"
"AS9nNFZR9BUqQgkh","939.53"
"ljEWQTaNsEh5JDqY","417.39"
"pQzYHBYWl6pYet3r","48.18"
"Xlc1PknqahwGKfzB","222.42"
"CnDsv37alkYoPJuy","522.53"
"QmDtRRADrw06Wp4O","742.71"
"8iVRQLPOp1m0EIDk","422.33"
"YvgTj9rVxjsyrBQa","257.67"
"x2IeXraxIJb7rfKR","474.04"
"SbFHgqdvMqd7dIZN","467.20"
"GXTv1XoOIuvbeu6Z","191.82"
"3dPNSjGo6gmSJMqp","361.64"
"xCK4tNJUIgQJgkmQ","947.04"
"tns3dbHxLY6iji2f","573.87"
"XAysvuPAe68v5vXE","15.50"
"lMGBMuIL2TnudWf3","274.06"
"XgbbEjfTwygSCr2l","232.74"
"nVmxom3eMN7u9o5S","960.66"
"HanGiLGQ9EAFWIV4","641.79"
"nfn17FBo0kbSkpco","617.86"
