"0","30","252","1995-02-10 04:53:07"
"1","23","1694","1988-12-10 16:55:19"
"2","49","1336","1971-11-26 15:55:09"
"3","8","1391","1975-06-30 20:21:07"
"4","18","783","1973-08-20 17:21:29"
"5","57","1620","1972-09-09 15:26:09"
"6","2","1359","1977-01-16 09:58:15"
"7","95","782","1990-07-26 14:30:30"
"8","2","756","1984-05-29 07:52:38"
"9","9","873","1999-08-11 14:20:36"
"10","43","273","1976-12-03 09:23:50"
"11","51","1250","1986-03-05 08:06:58"
"12","2","1211","1975-07-14 01:20:10"
"13","33","1913","1970-09-26 11:19:31"
"14","15","1415","2022-03-20 17:59:06"
"15","45","803","1979-09-20 22:26:13"
"16","83","1437","2016-12-13 19:58:46"
"17","33","292","2010-01-18 01:03:31"
"18","51","703","2000-04-15 02:00:31"
"19","58","1488","1999-04-02 17:33:56"
"20","33","91","2000-10-15 00:35:13"
"21","44","128","1989-12-21 05:56:27"
"22","58","936","1977-03-02 18:40:07"
"23","70","1929","1972-11-01 14:44:26"
"24","14","1036","1993-11-03 15:25:35"
"25","81","1735","2007-12-22 20:08:20"
"26","45","599","2019-11-10 00:21:48"
"27","71","828","2006-02-22 11:48:53"
"28","48","614","1996-05-06 23:47:01"
"29","81","1754","2011-01-05 05:02:03"
"30","30","1001","2002-08-13 03:05:54"
"31","92","1788","1974-07-16 23:29:21"
"32","30","1193","2001-12-23 18:05:50"
"33","2","1597","2012-08-03 10:55:09"
"34","54","746","2017-03-10 16:28:59"
"35","36","710","2017-12-15 15:37:58"
"36","87","296","2013-09-02 18:06:21"
"37","82","456","1988-12-09 08:52:33"
"38","91","703","2020-12-06 20:11:26"
"39","97","341","1972-01-22 01:27:52"
"40","32","1250","1970-11-14 03:14:47"
"41","50","1348","2005-01-26 09:40:48"
"42","55","773","1974-03-21 15:42:26"
"43","36","745","2003-11-05 11:18:07"
"44","36","1113","1977-06-26 01:19:39"
"45","19","1033","1973-01-24 06:44:03"
"46","99","412","1976-07-23 11:39:47"
"47","58","1161","1971-02-23 06:09:21"
"48","85","1302","2021-08-21 03:21:24"
"49","87","458","2015-12-09 09:22:35"
"50","78","787","1992-09-06 12:45:22"
"51","74","1058","1978-07-06 01:22:30"
"52","97","578","2022-07-10 00:12:35"
"53","79","806","2008-10-23 07:43:59"
"54","21","1462","1973-06-06 16:42:50"
"55","44","1587","2016-08-28 04:52:58"
"56","97","1758","2012-09-30 07:30:02"
"57","92","1867","1994-03-02 05:04:13"
"58","35","1080","1980-05-24 05:59:55"
"59","90","328","1985-04-29 03:34:36"
"60","31","318","1971-08-24 01:37:32"
"61","76","452","1989-10-08 21:29:48"
"62","31","667","2003-07-27 17:42:45"
"63","95","1417","2018-07-08 11:47:04"
"64","94","163","1977-02-02 15:10:25"
"65","46","1369","2006-09-25 03:05:19"
"66","52","1224","1974-09-24 19:12:24"
"67","87","1278","2011-11-09 07:08:07"
"68","94","1918","2014-03-02 10:33:07"
"69","77","559","1973-11-27 04:07:23"
"70","83","1136","1987-07-13 08:31:57"
"71","77","179","2018-11-16 16:52:36"
"72","17","921","1973-09-12 13:05:28"
"73","24","1264","2006-03-25 14:49:01"
"74","66","1536","2012-06-19 23:52:52"
"75","62","1854","2021-09-25 05:22:51"
"76","13","1122","1987-11-13 03:01:14"
"77","1","1580","2002-04-19 14:17:55"
"78","83","632","1987-02-26 08:27:05"
"79","27","1779","2005-05-29 09:11:40"
"80","81","1834","2009-03-09 04:22:22"
"81","53","1227","2002-02-15 19:35:02"
"82","53","1902","2009-06-04 14:30:30"
"83","93","345","2006-07-27 09:44:41"
"84","27","209","1978-01-14 02:33:40"
"85","65","581","1992-11-15 03:41:15"
"86","49","1464","1990-07-28 23:59:36"
"87","65","917","2000-12-18 02:09:17"
"88","19","1480","2013-10-15 13:45:36"
"89","4","1215","2016-04-02 14:44:31"
"90","22","1087","2020-12-11 17:48:15"
"91","46","1940","2003-09-25 02:33:12"
"92","25","28","2000-09-15 06:27:13"
"93","6","763","2019-01-27 22:22:50"
"94","40","1883","2020-11-16 02:41:58"
"95","70","1235","1979-04-14 23:58:39"
"96","4","1028","1977-11-05 13:25:23"
"97","92","942","1985-02-01 09:37:09"
"98","64","1017","1996-05-11 13:19:30"
"99","20","1139","2003-07-09 09:16:16"
"100","34","1549","1976-04-09 04:05:07"
"101","5","968","1999-11-26 02:02:34"
"102","99","1932","2014-07-13 00:18:05"
"103","90","1957","2019-08-22 21:25:23"
"104","53","577","2018-07-13 17:50:07"
"105","37","1507","1980-02-15 14:19:08"
"106","18","809","1976-07-06 13:10:54"
"107","70","445","2009-11-14 08:38:51"
"108","81","1","2014-06-21 06:09:46"
"109","3","1138","1978-11-15 04:13:28"
"110","63","709","1990-12-22 16:00:14"
"111","3","1115","2022-07-08 09:52:31"
"112","60","1428","1980-11-29 20:42:32"
"113","22","1045","2012-10-04 00:50:05"
"114","13","219","2005-10-06 22:33:53"
"115","38","1225","1999-01-23 00:06:29"
"116","99","1812","1998-05-10 21:25:30"
"117","39","399","1975-01-25 05:10:49"
"118","95","1250","2008-08-15 17:01:38"
"119","26","533","2003-12-29 04:39:17"
"120","2","339","1981-03-28 11:55:18"
"121","9","1079","2003-04-24 11:02:02"
"122","80","1408","1988-10-20 22:04:14"
"123","63","416","2014-04-10 01:44:54"
"124","24","1470","2009-08-02 00:08:15"
"125","87","611","1971-11-19 11:26:51"
"126","51","1615","1985-12-14 20:49:37"
"127","82","286","2019-02-02 05:56:14"
"128","22","215","2014-06-11 20:02:42"
"129","64","308","2012-09-24 19:38:16"
"130","5","746","2016-05-18 14:49:07"
"131","81","411","1988-03-24 18:42:05"
"132","12","1351","1997-02-02 10:38:10"
"133","3","834","1991-05-09 21:17:11"
"134","13","1408","1992-05-23 12:09:48"
"135","56","1481","2017-09-30 07:02:42"
"136","96","1902","1997-07-06 21:00:04"
"137","82","1225","2018-01-15 15:07:57"
"138","9","1351","1991-11-10 07:58:53"
"139","11","731","1992-04-10 11:11:03"
"140","83","1833","1990-10-08 14:00:58"
"141","40","984","1987-03-15 19:59:07"
"142","5","803","2010-10-25 04:48:44"
"143","11","1355","1998-05-19 18:20:19"
"144","76","1272","1997-10-12 17:37:26"
"145","67","717","2003-12-01 16:47:55"
"146","77","1428","1990-12-08 02:14:03"
"147","23","1679","2017-12-30 03:57:38"
"148","76","526","2006-12-01 23:42:05"
"149","54","435","1981-06-13 08:11:01"
"150","97","977","2017-07-30 19:56:37"
"151","49","396","1988-10-19 18:47:51"
"152","41","1553","1979-07-17 15:53:45"
"153","23","292","1974-02-11 01:16:13"
"154","13","1071","1974-10-05 13:48:06"
"155","66","1912","2021-10-26 00:05:00"
"156","44","1435","2017-11-01 05:03:07"
"157","26","1183","1999-10-01 11:03:49"
"158","27","1371","2007-04-11 16:29:51"
"159","62","898","1987-10-04 05:19:16"
"160","4","1462","1992-09-21 19:54:06"
"161","86","469","1987-09-16 15:08:10"
"162","72","456","2006-11-02 11:53:40"
"163","9","1081","1996-03-26 05:41:42"
"164","64","1314","1987-02-08 22:17:51"
"165","84","1779","1977-06-09 02:42:23"
"166","24","1106","1994-01-14 21:02:00"
"167","10","345","1982-02-01 19:23:41"
"168","49","1833","2021-06-01 22:55:02"
"169","13","1239","2007-09-10 16:49:04"
"170","52","1886","2000-12-07 01:02:04"
"171","18","1825","1970-03-05 22:45:41"
"172","22","138","1999-03-02 10:29:28"
"173","28","1031","1975-11-16 08:12:47"
"174","34","797","1973-02-01 05:56:08"
"175","80","225","2022-01-01 01:30:44"
"176","29","223","1984-05-04 21:39:21"
"177","40","1869","1987-05-18 05:16:08"
"178","17","1583","2019-09-18 08:39:09"
"179","61","1305","1972-12-05 19:37:00"
"180","8","1833","1978-09-26 13:19:28"
"181","16","855","1974-02-19 13:34:52"
"182","77","1218","2012-10-17 06:14:59"
"183","20","1407","2014-04-09 21:25:03"
"184","62","1758","2001-01-25 11:07:06"
"185","85","1357","2020-06-25 11:21:30"
"186","17","1016","2021-01-05 18:25:03"
"187","39","443","2000-03-26 15:08:37"
"188","77","163","2013-05-12 08:58:00"
"189","22","473","1999-04-26 15:42:10"
"190","6","1169","1989-01-17 16:50:26"
"191","83","328","1984-05-19 20:30:17"
"192","86","454","1987-06-03 04:39:15"
"193","31","891","1975-09-29 09:57:07"
"194","93","1958","1980-09-20 13:53:22"
"195","95","298","1987-11-22 11:52:55"
"196","23","1844","2008-07-10 07:21:40"
"197","47","1132","2016-10-25 06:11:04"
"198","97","397","1989-07-03 23:52:56"
"199","70","1601","2001-04-29 06:35:13"
"200","38","1588","2011-09-28 17:19:32"
"201","80","1725","2021-04-10 00:18:59"
"202","38","683","2004-07-27 22:59:57"
"203","50","190","1992-06-04 19:31:38"
"204","77","1464","1996-02-11 06:09:08"
"205","29","1587","2022-02-10 08:44:00"
"206","84","1574","1980-05-17 21:40:53"
"207","15","1164","2009-12-02 13:53:41"
"208","62","1085","2008-10-15 08:42:26"
"209","41","1781","2013-11-13 00:05:38"
"210","86","1270","1977-08-29 02:45:14"
"211","20","1736","1982-04-18 02:54:55"
"212","31","1724","2010-08-07 07:52:13"
"213","98","187","1985-01-02 01:26:56"
"214","44","386","2006-07-03 20:52:24"
"215","10","1262","1993-09-13 05:12:06"
"216","32","1817","1992-07-05 09:56:53"
"217","43","1926","1973-01-19 22:38:20"
"218","23","1921","1975-04-15 15:48:07"
"219","58","17","1971-12-21 17:07:56"
"220","32","1236","1993-01-09 03:27:11"
"221","10","339","1973-01-04 12:34:53"
"222","52","1215","2014-07-10 05:36:55"
"223","61","367","2008-06-07 20:35:00"
"224","29","1613","1973-07-31 08:27:18"
"225","62","430","1995-05-30 05:28:51"
"226","28","1843","2017-08-31 18:57:41"
"227","53","548","1970-12-23 17:56:11"
"228","98","527","1980-02-20 05:25:57"
"229","64","328","1975-06-26 07:43:56"
"230","0","1183","1990-08-23 07:20:59"
"231","24","1216","1987-04-10 21:35:32"
"232","88","553","1992-07-06 18:04:03"
"233","47","1322","2014-06-11 23:53:06"
"234","49","671","2011-09-10 13:41:00"
"235","35","565","2005-04-04 23:17:57"
"236","78","943","1991-11-08 05:40:56"
"237","49","1912","1973-02-17 16:38:15"
"238","20","165","1972-11-25 23:30:44"
"239","10","1548","1991-01-12 05:52:31"
"240","23","490","2022-03-20 08:56:07"
"241","33","1553","1974-07-06 03:33:34"
"242","0","861","2017-09-30 21:08:02"
"243","9","1277","1982-12-14 12:19:59"
"244","19","1812","2008-10-27 19:57:24"
"245","37","1388","2010-01-13 12:18:56"
"246","41","581","1992-02-29 02:48:05"
"247","97","629","1986-08-17 02:26:59"
"248","7","548","2007-05-13 13:42:46"
"249","6","1771","1974-11-23 08:43:19"
"250","34","1793","2009-07-04 09:16:52"
"251","12","481","2005-12-03 01:09:09"
"252","34","1263","1975-08-23 15:49:45"
"253","23","1646","1992-06-26 07:45:56"
"254","62","722","1988-05-06 16:35:20"
"255","35","1420","1997-06-14 04:54:01"
"256","57","210","1998-07-23 17:06:12"
"257","64","1002","1982-03-18 16:39:35"
"258","14","1207","2018-04-01 08:26:44"
"259","95","783","1971-04-10 13:28:11"
"260","32","162","1980-03-21 15:18:23"
"261","56","448","1989-02-07 20:55:05"
"262","31","75","2000-11-20 20:31:59"
"263","34","1934","1982-11-16 08:27:24"
"264","13","921","2004-02-01 13:56:48"
"265","40","1085","1999-11-02 03:36:24"
"266","23","873","2003-04-03 19:44:12"
"267","98","263","1989-01-18 02:06:02"
"268","73","926","2015-05-27 11:19:17"
"269","87","386","2001-05-25 22:37:15"
"270","50","1642","2014-04-21 19:23:44"
"271","90","1556","2010-07-18 06:34:17"
"272","49","671","1985-05-26 11:34:29"
"273","16","1374","1988-03-23 07:19:50"
"274","81","975","2017-09-06 06:28:48"
"275","14","1028","1978-11-21 10:23:50"
"276","79","1308","2003-12-24 07:03:36"
"277","79","31","2014-10-09 12:20:44"
"278","74","671","2005-05-28 01:07:16"
"279","4","783","1979-12-17 00:07:36"
"280","23","1303","1979-04-29 10:30:12"
"281","1","211","2007-09-18 18:28:50"
"282","98","801","1988-03-08 22:46:48"
"283","23","660","1970-09-29 21:28:49"
"284","83","109","2017-08-02 12:09:15"
"285","20","762","2000-10-04 13:40:54"
"286","85","559","1972-03-03 19:35:02"
"287","6","1617","1976-09-27 14:08:37"
"288","89","1069","2012-07-24 03:15:50"
"289","34","136","1997-06-25 17:58:53"
"290","90","413","1994-12-28 17:39:41"
"291","33","143","2017-08-02 07:23:00"
"292","59","1358","1980-12-20 10:00:32"
"293","93","344","1985-11-05 19:53:14"
"294","56","1965","1982-07-02 21:37:09"
"295","41","1465","1974-06-01 23:05:43"
"296","57","731","1981-11-05 01:21:03"
"297","50","684","1985-11-09 13:48:50"
"298","58","413","2020-02-20 21:51:39"
"299","10","1139","1972-11-22 21:23:27"
"300","98","465","1977-10-05 03:08:30"
"301","63","968","1985-07-30 04:43:55"
"302","17","1671","2007-08-28 04:16:25"
"303","38","1093","2016-06-20 19:32:08"
"304","64","1747","2008-05-11 20:17:05"
"305","22","1287","1982-04-06 13:20:07"
"306","96","1278","1986-03-30 14:19:48"
"307","38","1359","1990-11-25 22:27:56"
"308","4","763","2006-02-25 07:57:46"
"309","94","481","1979-04-04 14:30:45"
"310","1","301","1978-09-15 04:39:45"
"311","75","136","1989-10-17 21:23:17"
"312","87","1179","1994-06-08 20:12:23"
"313","54","1090","1994-06-24 06:56:12"
"314","84","867","2021-10-14 15:52:31"
"315","47","456","2001-06-15 18:58:08"
"316","46","666","1979-12-11 21:50:23"
"317","6","798","2003-10-03 06:49:23"
"318","72","380","1970-11-21 10:41:18"
"319","85","407","2005-09-09 01:56:57"
"320","63","215","2007-03-08 22:14:02"
"321","87","341","1995-08-05 22:07:25"
"322","57","709","2020-08-04 08:07:31"
"323","90","149","1976-05-04 16:31:53"
"324","8","1481","2009-03-21 12:52:38"
"325","90","1164","1989-07-14 08:31:15"
"326","60","339","1976-11-20 03:47:05"
"327","36","1286","1973-12-09 03:52:47"
"328","66","1376","2011-11-27 15:15:48"
"329","16","1995","2011-06-22 07:07:38"
"330","95","259","1970-03-06 04:04:16"
"331","32","252","1992-05-23 00:52:14"
"332","87","1835","2015-12-07 03:40:11"
"333","11","1402","1980-06-25 04:09:36"
"334","45","1289","2013-09-09 03:27:37"
"335","96","397","1997-05-14 20:09:14"
"336","53","1957","2012-01-14 14:08:03"
"337","13","1717","1977-12-10 05:05:52"
"338","99","1646","2019-02-06 22:36:05"
"339","90","1663","1976-03-18 12:06:01"
